key,grid_min,opt_min,u,v,rms,chi1,chi2,chi3,multistart_spread
3R_MoSSe_Se-S-Se-S,0.0003046635444300812,0.00030466354443007664,0.49999999992298627,0.5000000001794827,0.01745461384362532,0.052335956242943835,0.010471784116245794,0.13571557243430438,2.0599841277224584e-18
3R_MoSSe_S-Se-Se-S,2.716079219093555e-34,2.716079219093555e-34,0.0,0.0,1.648053160275346e-17,0.0,3.6739403974420594e-16,3.6739403974420594e-16,3.698758541957429e-26
3R_MoSSe_Se-S-S-Se,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.079710413233775e-26
2H_MoSSe_Se-S-Se-S,0.042597272089389814,0.042536085280832914,0.6666666677661333,0.6666666653057614,0.20624278237270005,0.5835412113561176,0.06279051952931336,-0.9711342799096362,8.326672684688674e-17
