theta,Ff,Fr,hard_f,hard_r,soft_vy_signed_f,soft_vy_signed_r,cubic_f,cubic_r,qfu,qfv,qru,qrv
0.11,3.4829248818824468,1.4213678840701005,16.800667904921603,26.38810745029494,0.08483547705860868,-0.9999999287663968,-19.958999687274236,-80.69336297695821,0.9104240045065717,0.20934527466107983,0.10029935283668047,0.7995115488661301
0.12,3.4825075222928743,1.4212029422305192,16.796974935956214,26.383401495955667,0.08482892834908691,-0.9999999288077663,-19.955986208019613,-80.68996598957827,0.9104169587577491,0.20935532903938553,0.10029877722238627,0.7995126654242398
0.13,3.482053848329899,1.4210236496264967,16.792961684555173,26.378287151765498,0.08482180868331268,-0.9999999288527184,-19.952710015696134,-80.68626961566535,0.9104093013155263,0.2093662555990379,0.10029815175342478,0.7995138786802717
0.14,3.481563854471417,1.4208300042704793,16.788628361847778,26.372764623404866,0.08481411768399541,-0.9999999289012493,-19.9491709427248,-80.68227285752708,0.9104010324247713,0.209378053812167,0.10029747647934555,0.7995151885359806
0.15,3.4810375347678195,1.4206220040204576,16.783975195778446,26.366834132923945,0.0848058549436756,-0.9999999289533549,-19.94536880745698,-80.67797464093672,0.9103921523499651,0.20939072310875081,0.10029675145360592,0.7995165948853721
0.16,3.4804748828458014,1.4203996465810227,16.779002431085235,26.36049591872316,0.08479702002390944,-0.999999929009031,-19.941303418491085,-80.67337381060406,0.9103826613750491,0.20940426287665453,0.10029597673356015,0.799518097614728
0.17,3.479875891911824,1.4201629295044846,16.773710329281595,26.353750235532132,0.08478761245537673,-0.999999929068273,-19.93697456462727,-80.6684691334979,0.9103725598034493,0.20941867246164872,0.10029515238044462,0.7995196966026333
0.18,3.479240554755915,1.41991185019207,16.768099168636176,26.346597354387487,0.08477763173782701,-0.9999999291310758,-19.93238202553069,-80.6632593004824,0.9103618479580732,0.20943395116743074,0.10029427845936377,0.7995213917200054
0.19,3.478568863755826,1.41964640589521,16.762169244150396,26.339037562608986,0.08476707733984402,-0.9999999291974345,-19.927525568955975,-80.65774292127689,0.9103505261812668,0.2094500982556536,0.10029335503927506,0.7995231828301238
0.2,3.477860810881302,1.4193665937168818,16.755920867535508,26.331071163774283,0.0847559486987621,-0.9999999292673433,-19.92240494573632,-80.65191852968988,0.9103385948348081,0.2094671129459509,0.10029238219297201,0.7995250697886646
0.21,3.477116387698716,1.4190724106130488,16.749354367187724,26.32269847769249,0.08474424522047559,-0.9999999293407967,-19.917019896718873,-80.64578458321989,0.9103260542998738,0.20948499441596846,0.1002913599970679,0.7995270524437321
0.22,3.47633558537583,1.4187638533941587,16.74247008816256,26.313919840376023,0.08473196627931753,-0.9999999294177883,-19.911370150273576,-80.63933945872984,0.9103129049770224,0.20950374180139206,0.10029028853197726,0.7995291306358977
0.23,3.475518394686906,1.4184409187267204,16.735268392147233,26.304735604011217,0.08471911121784094,-0.9999999294983118,-19.905455416795753,-80.63258146082029,0.9102991472861601,0.20952335419598334,0.10028916788189687,0.7995313041982349
0.24,3.4746648060179743,1.418103603134972,16.727749657432227,26.2951461369276,0.08470567934666728,-0.9999999295823608,-19.89927539821516,-80.62550881436123,0.910284781666516,0.20954383065161183,0.10028799813478641,0.7995335729563611
0.25,3.4737748093723195,1.4177519030025936,16.719914278881625,26.28515182356559,0.08469166994435282,-0.9999999296699279,-19.892829780570242,-80.61811966959846,0.9102698085766271,0.20956517017828855,0.10028677938234798,0.7995359367284764
0.26,3.4728483943763657,1.41738581457453,16.71176266790122,26.27475306444302,0.08467708225706987,-0.9999999297610058,-19.886118239154325,-80.61041209997525,0.9102542284942796,0.20958737174420872,0.10028551172000419,0.799538395325409
0.27,3.47188555028557,1.41700533395885,16.703295252406395,26.263950276120056,0.08466191549851837,-0.9999999298555875,-19.879140436181395,-80.602384104871,0.9102380419165029,0.20961043427578574,0.10028419524687665,0.7995409485506573
0.28,3.4708862659906927,1.4166104571287093,16.694512476788297,26.252743891162957,0.08464616884970784,-0.9999999299536644,-19.87189601822306,-80.59403361017029,0.9102212493595343,0.20963435665769325,0.10028283006576233,0.7995435962004371
0.29,3.469850530024335,1.4162011799243783,16.685414801877798,26.24113435810632,0.0846298414586107,-0.9999999300552287,-19.86438462151874,-80.5853584628268,0.9102038513587588,0.20965913773291017,0.10028141628310965,0.79954633806373
0.3,3.4687783305675772,1.415777498055333,16.676002704909656,26.22912214141407,0.08461293244007237,-0.9999999301602718,-19.85660587006154,-80.57635643994868,0.9101858484687018,0.20968477630276175,0.10027995400899478,0.7995491739223307
0.31,3.4676696554569024,1.4153394071024317,16.66627667948449,26.216707721439025,0.08459544087556867,-0.9999999302687852,-19.848559371671747,-80.56702524235611,0.9101672412629901,0.20971127112696525,0.10027844335709492,0.7995521035508998
0.32,3.466524492191454,1.4148869025201527,16.65623723552872,26.20389159438103,0.0845773658128024,-0.9999999303807594,-19.84024472594529,-80.55736249715451,0.9101480303342814,0.2097386209236817,0.10027688444466314,0.7995551267170156
0.33,3.46534282794032,1.4144199796389136,16.645884899255,26.19067427224404,0.08455870626565895,-0.9999999304961853,-19.83166151544981,-80.5473657620395,0.9101282162942662,0.20976682436955965,0.10027527739250089,0.799558243181227
0.34,3.4641246495502416,1.41393863366746,16.63522021311941,26.17705628279156,0.08453946121376243,-0.9999999306150532,-19.8228093141025,-80.53703251923916,0.9101077997735897,0.209795880099791,0.10027362232493027,0.7995614526971109
0.35000000000000003,3.4628699435533763,1.413442859695319,16.624243735778848,26.163038169500897,0.08451962960235333,-0.9999999307373532,-19.8136876784194,-80.52636018163079,0.9100867814218374,0.20982578670816004,0.10027191936976615,0.7995647550113271
0.36,3.4615786961754456,1.4129326526953272,16.612956042045703,26.148620491516088,0.08449921034187509,-0.9999999308630746,-19.804296159645972,-80.51534608663812,0.9100651619074644,0.20985654274710183,0.10027016865828633,0.7995681498636781
0.37,3.4602508933439786,1.4124080075262369,16.601357722842394,26.133803823599628,0.084478202307752,-0.9999999309922075,-19.794634288035773,-80.50398750672223,0.9100429419177624,0.20988814672775594,0.1002683703252022,0.799571636987168
0.38,3.4588865206968653,1.4118689189353713,16.58944938515348,26.118588756082573,0.08445660434001176,-0.9999999311247406,-19.784701587681262,-80.49228163923657,0.9100201221587947,0.2099205971200281,0.1002665245086275,0.7995752161080643
0.39,3.4574855635909834,1.4113153815613766,16.57723165197796,26.102975894813767,0.08443441524314099,-0.9999999312606628,-19.774497567946646,-80.48022561379165,0.9099967033553789,0.2099538923526449,0.10026463135004793,0.7995788869459598
0.4,3.4560480071112516,1.410747389937015,16.56470516227833,26.086965861107434,0.08441163378557603,-0.9999999313999626,-19.764021725733446,-80.46781649057976,0.9099726862509975,0.20998803081322107,0.10026269099428842,0.799582649213837
0.41000000000000003,3.454573836079796,1.410164938492047,16.551870570929275,26.07055929168977,0.08438825869939758,-0.9999999315426285,-19.7532735453905,-80.45505126189659,0.9099480716077484,0.21002301084832362,0.10026070358948147,0.7995865026181328
0.42,3.4530630350651634,1.4095680215561741,16.538728548666107,26.053756838644055,0.0843642886801854,-0.9999999316886483,-19.742252502106915,-80.44192685001877,0.9099228602063263,0.2100588307635315,0.1002586692870328,0.7995904468588056
0.43,3.45151558839211,1.4089566333620402,16.525279782029205,26.036559169354625,0.08433972238637664,-0.9999999318380095,-19.730958054500412,-80.42844011264323,0.9098970528459085,0.2100954888235111,0.10025658824158841,0.7995944816294022
0.44,3.449931480151252,1.4083307680483188,16.511524973309854,26.018966966449632,0.08431455843913495,-0.9999999319906996,-19.719389652866106,-80.4145878390356,0.9098706503441382,0.21013298325208096,0.10025446061099967,0.7995986066171277
0.45,3.448310694209111,1.4076904196628448,16.497464840492874,26.000980927742415,0.08428879542184768,-0.9999999321467056,-19.707546735085725,-80.4003667509515,0.9098436535370396,0.21017131223228497,0.10025228655628854,0.7996028215029144
0.46,3.446653214218316,1.4070355821658267,16.483100117199,25.98260176617182,0.08426243187982727,-0.9999999323060144,-19.69542872380364,-80.38577350651275,0.9098160632789651,0.2102104739064664,0.1002500662416118,0.7996071259614946
0.47000000000000003,3.4449590236280065,1.4063662494331233,16.46843155262513,25.963830209741154,0.0842354663198363,-0.9999999324686123,-19.683035032102076,-80.3708046997702,0.9097878804425185,0.2102504663763429,0.10024779983422483,0.7996115196614719
0.48,3.443228105694408,1.4056824152595697,16.45345991148412,25.94466700145606,0.08420789720979324,-0.9999999326344856,-19.67036506566496,-80.35545685776158,0.909759105918503,0.21029128770308322,0.10024548750444455,0.7996160022653951
0.49,3.44146044349172,1.4049840733623895,16.438185973942012,25.92511289926114,0.08417972297821871,-0.9999999328036199,-19.65741820788351,-80.33972644662707,0.9097297406158251,0.21033293590739044,0.1002431294256128,0.7996205734298328
0.5,3.4396560199229977,1.4042712173846543,16.422610535555478,25.90516867597534,0.08415094201396264,-0.999999932976001,-19.644193842745178,-80.32360986682863,0.9096997854614521,0.21037540896957843,0.10024072577405828,0.7996252328054493
0.51,3.4378148177314216,1.4035438408988046,16.406734407206606,25.884835119226246,0.08412155266566684,-0.9999999331516141,-19.630691333969356,-80.30710345984998,0.9096692414003169,0.21041870482965877,0.10023827672905772,0.7996299800370807
0.52,3.4359368195117046,1.4028019374102487,16.390558415036658,25.864113031383184,0.08409155324131258,-0.9999999333304441,-19.61691003897617,-80.29020350324375,0.9096381093952379,0.21046282138742822,0.10023578247279781,0.7996348147638134
0.53,3.4340220077215067,1.4020455003610037,16.374083400379888,25.843003229489177,0.08406094200796893,-0.9999999335124758,-19.60284929829692,-80.27290621564299,0.9096063904268814,0.21050775650254902,0.1002332431903356,0.7996397366190613
0.54,3.4320703646934474,1.4012745231334143,16.35731021969291,25.821506545191724,0.08402971719095371,-0.9999999336976935,-19.588508447392353,-80.25520775266982,0.9095740854936071,0.21055350799464995,0.10023065906955839,0.7996447452306474
0.55,3.430081872646821,1.400488999053912,16.340239744486354,25.799623824672494,0.0839978769737033,-0.9999999338860813,-19.573886808124218,-80.23710421445954,0.909541195611452,0.2106000736434091,0.10022803030114458,0.799649840220882
0.56,3.4280565136998575,1.3996889213968542,16.322872861252563,25.7773559285759,0.08396541949708354,-0.999999934077623,-19.55898368958716,-80.21859164092754,0.9095077218140045,0.21064745118865347,0.10022535707852197,0.7996550212066454
0.5700000000000001,3.4259942698819645,1.3988742833884078,16.30521047139324,25.75470373193653,0.08393234285896926,-0.9999999342723019,-19.543798391964543,-80.1996660116472,0.9094736651523326,0.21069563833045324,0.10022263959782746,0.799660287799469
0.58,3.423895123146189,1.3980450782104998,16.287253491145577,25.731668124105468,0.08389864511374649,-0.9999999344701017,-19.528330205053834,-80.18032325468366,0.9094390266948953,0.21074463272921934,0.1002198780578652,0.7996656396056186
0.59,3.4217590553819632,1.397201299004816,16.26900285150642,25.70825000867573,0.08386432427170445,-0.9999999346710045,-19.512578403654302,-80.1605592372178,0.9094038075274312,0.21079443200580825,0.10021707266006535,0.7996710762261788
0.6,3.4195860484278118,1.3963429388768613,16.25045949815614,25.684450303406237,0.08382937829859394,-0.9999999348749935,-19.496542257750704,-80.14036977292784,0.9093680087528832,0.21084503374162034,0.1002142236084416,0.799676597257135
0.61,3.4173760840844496,1.3954699909000743,16.231624391380116,25.660269940145128,0.08379380511499322,-0.999999935082051,-19.480221023083836,-80.11975062216895,0.9093316314912807,0.21089643547870984,0.10021133110954872,0.7996822022894609
0.62,3.415129144127849,1.3945824481200075,16.212498505990006,25.635709864751853,0.08375760259582547,-0.9999999352921587,-19.463613945946175,-80.0986974886342,0.9092946768796553,0.21094863471988806,0.10020839537243982,0.7996878909092021
0.63,3.4128452103226268,1.3936803035585397,16.193082831242748,25.610771037018203,0.08372076856973842,-0.9999999355052983,-19.44672025967527,-80.07720602434284,0.9092571460719252,0.21100162892883628,0.10020541660862346,0.7996936626975639
0.64,3.4105242644355234,1.3927635502181621,16.173378370758495,25.585454430588356,0.0836833008184874,-0.9999999357214514,-19.429539193519943,-80.05527183039622,0.9092190402387837,0.21105541553021856,0.10020239503202015,0.799699517230997
0.65,3.4081662882489256,1.3918321810863024,16.153386142438205,25.559761032877915,0.0836451970764878,-0.9999999359405992,-19.412069960441134,-80.03289045432933,0.9091803605676193,0.21110999190979074,0.10019933085891822,0.7997054540812855
0.66,3.405771263574855,1.3908861891397197,16.133107178377905,25.533691844992063,0.08360645502996517,-0.9999999361627222,-19.39431176503119,-80.01005739651583,0.9091411082623543,0.21116535541452586,0.10019622430793114,0.799711472815634
0.67,3.403339172268766,1.3899255673489284,16.112542524783557,25.50724788164247,0.08356707231649166,-0.9999999363878012,-19.376263802639368,-79.98676810659197,0.909101284543363,0.211221503352728,0.10019307559995186,0.7997175729967569
0.68,3.400869996243626,1.3889503086826873,16.09169324188432,25.480430171063546,0.08352704652439964,-0.9999999366158163,-19.357925259604308,-79.96301798225323,0.9090608906473622,0.21127843299415236,0.10018988495810977,0.7997237541829668
0.6900000000000001,3.3983637174842367,1.3879604061125301,16.07056040384316,25.45323975492748,0.08348637519196184,-0.9999999368467474,-19.33929530997401,-79.93880237778166,0.9090199278272567,0.2113361415701344,0.10018665260772525,0.7997300159282629
0.7000000000000001,3.3958203180616096,1.3869558526173584,16.04914509866738,25.42567768825853,0.08344505580676242,-0.9999999370805743,-19.320373119142026,-79.91411659794612,0.9089783973520222,0.21139462627371547,0.10018337877626521,0.799736357782422
0.71,3.393239780147382,1.3859366411880594,16.027448428118156,25.397745039346184,0.083403085805123,-0.9999999373172762,-19.301157846692206,-79.8889559042677,0.9089363005065985,0.2114538842597678,0.10018006369329822,0.7997427792910875
0.72,3.3906220860285243,1.384902764832196,16.00547150761804,25.36944288965772,0.08336046257139086,-0.9999999375568324,-19.281648634553267,-79.86331551139558,0.9088936385917533,0.21151391264512867,0.10017670759044965,0.7997492799958594
0.73,3.3879672181221534,1.3838542165787198,15.983215466156826,25.340772333749428,0.08331718343708974,-0.9999999377992214,-19.261844624008077,-79.83719059026566,0.9088504129239237,0.21157470850873517,0.1001733107013558,0.7997558594343861
0.74,3.3852751589904124,1.382790989482752,15.96068144619722,25.31173447917738,0.08327324568032331,-0.9999999380444217,-19.241744939440323,-79.81057626688099,0.9088066248350992,0.21163626889176046,0.10016987326161907,0.7997625171404535
0.75,3.382545891355511,1.3817130766303924,15.93787060357864,25.28233044640709,0.08322864652498857,-0.9999999382924114,-19.22134870393823,-79.78346762835793,0.9087622756726755,0.21169859079775113,0.10016639550876252,0.7997692526440771
0.76,3.379779398114893,1.3806204711435786,15.91478410741967,25.252561368722297,0.08318338314003114,-0.9999999385431686,-19.200655025173514,-79.75585971916045,0.9087173667993085,0.21176167119277117,0.10016287768218395,0.7997760654715926
0.77,3.376975662356559,1.3795131661849818,15.891423140019032,25.22242839213302,0.08313745263855123,-0.9999999387966707,-19.179663006806244,-79.72774754211322,0.9086718995927447,0.21182550700554656,0.10015932002311066,0.7997829551457479
0.78,3.3741346673742636,1.3783911549629606,15.867788896757546,25.191932675282747,0.08309085207743187,-0.9999999390528952,-19.15837173822098,-79.69912606279716,0.908625875445748,0.2118900951276041,0.1001557227745538,0.7997899211857932
0.79,3.3712563966833744,1.377254430736537,15.84388258599386,25.16107538935475,0.08304357845587035,-0.9999999393118192,-19.13678030532312,-79.66999020696822,0.9085792957658163,0.21195543241343634,0.10015208618126199,0.7997969631075742
0.8,3.368340834036135,1.376102986820415,15.819705428964957,25.129857717977643,0.0829956287151704,-0.9999999395734193,-19.114887784080718,-79.64033486454431,0.9085321619751403,0.21202151568063804,0.10014841048967651,0.799804080423622
0.81,3.365387963437577,1.3749368165900626,15.79525865968126,25.09828085713022,0.082946999737628,-0.9999999398376719,-19.09269324106224,-79.61015488524212,0.9084844755103871,0.21208834171006877,0.10014469594788529,0.7998112726432464
0.8200000000000001,3.3623977691613627,1.3737559134867916,15.770543524821184,25.066346015045298,0.08289768834555801,-0.999999940104553,-19.070195734277167,-79.57944508995004,0.9084362378225106,0.21215590724601197,0.10014094280557616,0.7998185392726256
0.8300000000000001,3.3593702357656223,1.372560271022913,15.745561283626085,25.034054412113115,0.0828476913006435,-0.9999999403740385,-19.04739431747562,-79.54820025934883,0.9083874503766214,0.21222420899633127,0.10013715131399285,0.7998258798148993
0.84,3.3563053481089096,1.3713498827869035,15.720313207793357,25.001407280783795,0.08279700530310913,-0.9999999406461042,-19.02428802904153,-79.51641514222091,0.9083381146518272,0.21229324363262966,0.10013332172588799,0.7998332937702589
0.85,3.3532030913665243,1.3701247424486196,15.694800581366144,24.96840586546893,0.08274562699045278,-0.9999999409207253,-19.00087590979803,-79.48408445811013,0.9082882321409809,0.21236300779042616,0.10012945429547765,0.7998407806360404
0.86,3.350063451046505,1.3688848437645422,15.669024700625329,24.93505142244291,0.08269355293686373,-0.9999999411978767,-18.977156982447777,-79.4512028900476,0.908237804350566,0.21243349806931378,0.10012554927839665,0.799848339906814
0.87,3.346886413006068,1.3676301805830557,15.642986873977382,24.90134521974307,0.08264077965200609,-0.9999999414775335,-18.953130268660328,-79.41776509499758,0.9081868328004571,0.21250471103313862,0.10012160693165166,0.7998559710744763
0.88,3.3436719634677954,1.3663607468497643,15.616688421843655,24.86728853706943,0.0825873035803523,-0.9999999417596696,-18.9287947799217,-79.3837656985254,0.9081353190237833,0.21257664321016556,0.10011762751357689,0.7998636736283405
0.89,3.3404200890362126,1.3650765366128252,15.590130676545835,24.832882665683577,0.08253312109991535,-0.9999999420442593,-18.9041495226013,-79.34919929753217,0.9080832645666803,0.2126492910932622,0.1001136112837883,0.7998714470552282
0.9,3.337130776714281,1.3637775440283353,15.563314982191926,24.79812890830727,0.08247822852131774,-0.9999999423312766,-18.879193494035075,-79.31406046434903,0.9080306709881026,0.21272265114007646,0.10010955850313868,0.799879290839558
0.91,3.33380401391983,1.3624637633657226,15.53624269456155,24.76302857901976,0.08242262208697088,-0.9999999426206951,-18.853925683274223,-79.27834374323012,0.9079775398596581,0.21279671977321368,0.10010546943367236,0.7998872044634375
0.92,3.3304397885024524,1.3611351890131964,15.50891518098758,24.72758300315528,0.08236629796964699,-0.9999999429124881,-18.828345078712903,-79.24204365203707,0.9079238727653236,0.2128714933804322,0.10010134433858049,0.799895187406752
0.93,3.3270380887599833,1.3597918154831885,15.481333820239605,24.6917935171991,0.08230925227172542,-0.9999999432066285,-18.802450652987215,-79.20515468930913,0.9078696713012927,0.21294696831482257,0.10009718348215611,0.7999032391472549
0.9400000000000001,3.3235989034553928,1.3584336374178543,15.45350000240427,24.655661468683647,0.0822514810239203,-0.9999999435030892,-18.776241378567978,-79.1676713243393,0.9078149370757199,0.21302314089500318,0.10009298712974962,0.7999113591606563
0.9500000000000001,3.320122221833548,1.357060649594578,15.425415128765454,24.61918821608377,0.08219298018425836,-0.9999999438018423,-18.749716217858715,-79.12958800953976,0.9077596717085139,0.21310000740531287,0.10008875554772513,0.7999195469207112
0.96,3.316608033638101,1.355672846931516,15.397080611682718,24.582375128711313,0.08213374563684744,-0.9999999441028604,-18.72287413220052,-79.09089917425322,0.9077038768310906,0.21317756409600858,0.10008448900341486,0.7999278018993101
0.97,3.313056329128408,1.3542702244931617,15.368497874469329,24.545223586609467,0.08207377319078561,-0.9999999444061154,-18.695714069776518,-79.05159922740421,0.9076475540861498,0.21325580718346482,0.10008018776507648,0.7999361235665648
0.98,3.309467099096466,1.3528527774959156,15.339668351268438,24.50773498044625,0.08201305857890337,-0.9999999447115788,-18.668234976575786,-79.01168256175754,0.9075907051274238,0.21333473285037718,0.10007585210184891,0.7999445113908968
0.99,3.305840334883872,1.3514205013137117,15.310593486929294,24.469910711407707,0.08195159745668291,-0.999999945019222,-18.64043579357538,-78.97114355204347,0.9075333316194543,0.21341433724596562,0.10007148228370856,0.7999529648391247
1.0,3.3021760283989754,1.3499733914836318,15.28127473688059,24.431752191090478,0.08188938540078039,-0.9999999453290159,-18.612315451784664,-78.92997655428542,0.9074754352372961,0.21349461648618906,0.10006707858142658,0.7999614833765502
1.01,3.298474172133808,1.3485114437115517,15.251713567004678,24.393260841393968,0.08182641790795049,-0.9999999456409318,-18.583872881679376,-78.88817591056082,0.9074170176662976,0.21357556665395186,0.10006264126652559,0.7999700664670439
1.02,3.2947347591812224,1.3470346538778166,15.221911453509684,24.35443809441191,0.08176269039367735,-0.9999999459549396,-18.55510700613228,-78.84573594864685,0.9073580806018208,0.21365718379932075,0.10005817061123685,0.7999787135731327
1.03,3.2909577832519594,1.3455430180429147,15.191869882800983,24.31528539232354,0.08169819819091471,-0.9999999462710101,-18.526016738017717,-78.80265098423469,0.9072986257489856,0.21373946393974166,0.10005366688845836,0.7999874241560817
1.04,3.2871432386918964,1.3440365324531833,15.161590351350625,24.275804187284443,0.08163293654852627,-0.999999946589113,-18.496600993382476,-78.75891531929467,0.9072386548223543,0.21382240306026593,0.10004913037171217,0.7999961976759813
1.05,3.283291120499026,1.3425151935465218,15.131074365567962,24.2359959413168,0.08156690063019399,-0.9999999469092183,-18.466858675942934,-78.7145232432168,0.9071781695457053,0.21390599711376665,0.10004456133510264,0.8000050335918296
1.06,3.2794014243407017,1.340978997958122,15.100323441666902,24.19586212619921,0.08150008551278026,-0.9999999472312954,-18.436788690528413,-78.66946904112567,0.9071171716517028,0.21399024202117106,0.10003996005327531,0.8000139313616158
1.07,3.275474146570782,1.3394279425262103,15.0693391055336,24.15540422335625,0.08143248618497151,-0.9999999475553135,-18.406389929776605,-78.6237469854914,0.9070556628816178,0.2140751336716898,0.10003532680137532,0.8000228904424024
1.08,3.2715092842467732,1.3378620242978088,15.038122892592938,24.11462372374762,0.08136409754582202,-0.9999999478812414,-18.375661287827565,-78.57735133915101,0.9069936449850318,0.21416066792304947,0.1000306618550067,0.8000319102904077
1.09,3.267506835147039,1.336281240534497,15.00667634767332,24.073522127756807,0.081294914403101,-0.999999948209048,-18.34460165335546,-78.53027636318194,0.9069311197195011,0.21424684060173171,0.1000259654901919,0.8000409903610862
1.1,3.2634667977878267,1.3346855887181877,14.975001024872297,24.03210094507945,0.08122493147203137,-0.9999999485387014,-18.313209907340656,-78.48251631070919,0.9068680888502959,0.21433364750320721,0.10002123798333162,0.8000501301092093
1.11,3.2593891714406444,1.333075066556931,14.943098487418233,23.990361694611504,0.08115414337325837,-0.9999999488701703,-18.281484929478378,-78.43406543142514,0.9068045541499925,0.21442108439218902,0.10001647961116476,0.8000593289889456
1.12,3.2552739561491046,1.3314496719906803,14.910970307535228,23.948305904336877,0.08108254463178283,-0.9999999492034223,-18.24942559383187,-78.38491796978636,0.9067405173982472,0.21450914700286544,0.10001169065072948,0.8000685864539384
1.1300000000000001,3.251121152746226,1.329809403197122,14.878618066303154,23.90593511121478,0.08101012967488759,-0.999999949538425,-18.217030769410172,-78.33506817196675,0.9066759803813821,0.21459783103915817,0.1000068713793237,0.8000779019573853
1.1400000000000001,3.246930762871502,1.3281542585974684,14.846043353519036,23.863250861066945,0.08093689283060113,-0.9999999498751458,-18.18429932432537,-78.28451027925341,0.9066109448920664,0.21468713217497384,0.10000202207446673,0.800087274952115
1.1500000000000001,3.2427027889879008,1.326484236862276,14.813247767557302,23.820254708464468,0.08086282832598565,-0.9999999502135521,-18.151230120948657,-78.23323853612825,0.9065454127289715,0.21477704605445574,0.09999714301386084,0.8000967048906639
1.16,3.238437234399004,1.324799336917263,14.780232915228195,23.776948216614258,0.08078793028522652,-0.9999999505536108,-18.117822016529374,-78.1812471874842,0.9064793856963821,0.2148675682922484,0.09999223447535363,0.8001061912253522
1.17,3.23413410326586,1.3230995579491307,14.747000411637309,23.733332957245516,0.080712192728078,-0.9999999508952881,-18.084073867382426,-78.12853047904301,0.9064128656038779,0.21495869447375235,0.09998729673690003,0.8001157334083587
1.18,3.2297934006240556,1.321384899411378,14.713551880042179,23.68941051049564,0.08063560956780146,-0.9999999512385508,-18.049984525070418,-78.0750826644447,0.906345854265918,0.2150504201553942,0.09998233007652593,0.8001253308917952
1.19,3.2254151324006357,1.3196553610301371,14.679888951709144,23.64518246479634,0.08055817460930283,-0.999999951583365,-18.015552837724417,-78.02089799681411,0.906278353501462,0.2151427408648953,0.09997733477229144,0.8001349831277792
1.2,3.220999305430963,1.317910942809983,14.646013265769216,23.600650416758995,0.08047988154716189,-0.9999999519296966,-17.980777650340414,-77.96597073939243,0.9062103651335734,0.21523565210154277,0.09997231110225405,0.8001446895685074
1.21,3.216545927475515,1.3161516450397637,14.611926469073776,23.55581597106042,0.08040072396376044,-0.9999999522775115,-17.94565780273208,-77.91029515909626,0.9061418909890375,0.21532914933646258,0.09996725934443394,0.8001544496663263
1.22,3.212055007236613,1.3143774682984128,14.577630216048977,23.51068074032791,0.08032069532724245,-0.9999999526267747,-17.910192136388464,-77.853865532458,0.9060729328979513,0.21542322801289668,0.09996217977677754,0.8001642628738037
1.23,3.207526554375322,1.312588413460769,14.543126168548332,23.46524634502456,0.08023978898915168,-0.9999999529774515,-17.874379486362823,-77.79667614663443,0.9060034926932499,0.21551788354649234,0.09995707267712375,0.800174128643798
1.24,3.202960579527903,1.3107844817033834,14.50841599570716,23.419514413334127,0.08015799818263174,-0.9999999533295072,-17.83821868488976,-77.73872129699839,0.9059335722103405,0.21561311132557825,0.09995193832316869,0.8001840464295276
1.25,3.1983570943224584,1.3089656745103204,14.473501373794324,23.37348658104596,0.08007531602010189,-0.9999999536829062,-17.801708561558225,-77.67999529075743,0.9058631732866387,0.21570890671145496,0.09994677699243226,0.8001940156846375
1.26,3.1937161113954957,1.307131993678966,14.438383986063698,23.32716449143968,0.07999173549094866,-0.9999999540376133,-17.76484794464254,-77.62049244725267,0.905792297761104,0.21580526503868852,0.0999415889622246,0.8002040358632688
1.27,3.189037644408379,1.3052834413258105,14.40306552260498,23.280549795169854,0.07990724945919854,-0.9999999543935926,-17.727635658490208,-77.56020710445185,0.905720947473777,0.21590218161540609,0.09993637450961265,0.800214106420123
1.28,3.1843217080635275,1.3034200198922243,14.367547680195393,23.23364415015056,0.07982185066144558,-0.999999954750808,-17.690070525689993,-77.49913360703941,0.905649124265361,0.21599965172358476,0.09993113391138832,0.8002242268105272
