family,shape,N,Theta,theta,n_minima,ground_u,ground_v,sign,Fc,fold_x,fold_y,connected,reason,final_dist,maxjump,mineig,maxres
hex,shell20,1261,0,0.0,2,0.0,0.0,1,3.4851202323700723,0.015107260117101675,0.1812524912332831,True,ok,0.004781448059498778,0.010325117702284437,0.10003107064980972,1.46549443357347e-14
hex,shell20,1261,0,0.0,2,0.0,0.0,-1,1.4222355051564721,5.5218492948535126e-05,-0.17363318390044577,True,ok,0.0059086868673459605,0.012331432109630421,0.48364010277835556,9.245408901544945e-16
hex,shell20,1261,10,0.2816063585180762,2,0.9999999999999998,6.471255217502464e-17,1,3.3404528222511365,0.014408368437662127,0.18415762647087164,True,ok,0.004717439589813663,0.010393924813573156,0.09374452019164554,1.3337010771681288e-14
hex,shell20,1261,10,0.2816063585180762,2,0.9999999999999998,6.471255217502464e-17,-1,1.3650884928369795,4.9338493683603784e-05,-0.17331659340597827,True,ok,0.00584024555363536,0.012277311436207505,0.4694856985269306,3.798922425309567e-15
hex,shell20,1261,15,0.4224095377771143,2,1.0,7.464640958898693e-17,1,3.1577902188888536,0.013520316878294926,0.1875258081001438,True,ok,0.004636878808268877,0.010467851316433045,0.08567748882588017,1.558067749310811e-14
hex,shell20,1261,15,0.4224095377771143,2,1.0,7.464640958898693e-17,-1,1.2929301524578276,4.2247442736732696e-05,-0.17296256458272322,True,ok,0.005766433194275424,0.012216046112573589,0.4501984248338644,4.214577356432621e-15
hex,shell20,1261,20,0.5632127170361524,2,5.67146064678977e-17,0.9999999999999999,1,2.901596420554919,0.01223373954261639,0.19177514477781668,True,ok,0.004518802810424276,0.010551883722492807,0.07408361482449666,9.312182403714362e-14
hex,shell20,1261,20,0.5632127170361524,2,5.67146064678977e-17,0.9999999999999999,-1,1.1915076803620719,3.28086007286367e-05,-0.17252925310395736,True,ok,0.005680679721473322,0.012140742418507135,0.42097554505193197,2.0264688897147757e-15
disk,R6,127,0,0.0,2,0.0,0.0,1,3.4851202323700723,0.015107260117101675,0.1812524912332831,True,ok,0.004781448059498778,0.010325117702284437,0.10003107064980972,1.46549443357347e-14
disk,R6,127,0,0.0,2,0.0,0.0,-1,1.4222355051564721,5.5218492948535126e-05,-0.17363318390044577,True,ok,0.0059086868673459605,0.012331432109630421,0.48364010277835556,9.245408901544945e-16
disk,R6,127,10,0.8873565094161139,2,1.0286925932089163e-17,1.0,1,3.341283358702544,0.014412086249230158,0.18414299658999161,True,ok,0.004717776428524792,0.010393592175901219,0.09378002520406682,3.9419865288291584e-13
disk,R6,127,10,0.8873565094161139,2,1.0286925932089163e-17,1.0,-1,1.3654174534936905,4.936918247134805e-05,-0.17331819640967958,True,ok,0.005840579706750638,0.012277583666827642,0.46957274233971186,2.619191184680365e-15
disk,R6,127,15,1.3310347641241707,2,1.0,2.9908201195116746e-17,1,3.159671094814811,0.013528045168602041,0.1874992917952317,True,ok,0.004637571636201988,0.010467307480803803,0.08575670681901454,1.6465995233971853e-14
disk,R6,127,15,1.3310347641241707,2,1.0,2.9908201195116746e-17,-1,1.2936786295416736,4.2307662710328434e-05,-0.17296551034398955,True,ok,0.005766998597961516,0.012216537333129029,0.4504160876389346,3.840702848518178e-15
disk,R6,127,20,1.7747130188322278,2,1.0,2.8275986849821167e-18,1,2.9048936438490425,0.01224596575427049,0.191742578871443,True,ok,0.004519920373006922,0.010551329105274728,0.0742182795219708,1.7118251260939132e-14
disk,R6,127,20,1.7747130188322278,2,1.0,2.8275986849821167e-18,-1,1.1928314494847077,3.289455708807981e-05,-0.1725332285938221,True,ok,0.005681326424213697,0.012141360890320065,0.42139648362396515,2.8138583702684358e-15
disk,R8,241,0,0.0,2,0.0,0.0,1,3.4851202323700723,0.015107260117101675,0.1812524912332831,True,ok,0.004781448059498778,0.010325117702284437,0.10003107064980972,1.46549443357347e-14
disk,R8,241,0,0.0,2,0.0,0.0,-1,1.4222355051564721,5.5218492948535126e-05,-0.17363318390044577,True,ok,0.0059086868673459605,0.012331432109630421,0.48364010277835556,9.245408901544945e-16
disk,R8,241,10,0.6441566264008308,2,1.0,2.0661747105102886e-17,1,3.3414967121246297,0.014412955655755825,0.18413922699932728,True,ok,0.0047178575235172025,0.010393502929925474,0.09378866928060031,1.3322680361259404e-14
disk,R8,241,10,0.6441566264008308,2,1.0,2.0661747105102886e-17,-1,1.365502020526182,4.937622504933918e-05,-0.17331855123283646,True,ok,0.00584066412439789,0.01227764952552767,0.46959523911918294,3.619316683849706e-15
disk,R8,241,15,0.9662349396012463,2,1.0,1.0,1,3.16014520488667,0.013529234017820807,0.1874911755888554,True,ok,0.0046377043102876735,0.010467096334415109,0.08577170979537144,2.311870402077101e-13
disk,R8,241,15,0.9662349396012463,2,1.0,1.0,-1,1.293867070210993,4.231549968663953e-05,-0.17296572817949954,True,ok,0.005767152774316727,0.012216638161726122,0.45047004442976324,8.529975424949868e-15
disk,R8,241,20,1.2883132528016616,2,3.988673961043126e-17,1.8477906718970685e-17,1,2.905704577927797,0.01224463142711338,0.19172427453653884,True,ok,0.00451993118545852,0.010550736599450215,0.07422248563703926,1.4688468419831083e-14
disk,R8,241,20,1.2883132528016616,2,3.988673961043126e-17,1.8477906718970685e-17,-1,1.1931534586957013,3.2878720741654367e-05,-0.17253152960662624,True,ok,0.005681588383772938,0.012141430015357705,0.4214916061449296,6.929259500104541e-16
disk,R10,367,0,0.0,2,0.0,0.0,1,3.4851202323700723,0.015107260117101675,0.1812524912332831,True,ok,0.004781448059498778,0.010325117702284437,0.10003107064980972,1.46549443357347e-14
disk,R10,367,0,0.0,2,0.0,0.0,-1,1.4222355051564721,5.5218492948535126e-05,-0.17363318390044577,True,ok,0.0059086868673459605,0.012331432109630421,0.48364010277835556,9.245408901544945e-16
disk,R10,367,10,0.5219957509718806,2,0.9999999999999999,9.29557885858422e-18,1,3.3415676534908254,0.014413287228336664,0.18413798844899398,True,ok,0.00471788712000864,0.010393475435842238,0.0937917853226391,1.336821851991468e-14
disk,R10,367,10,0.5219957509718806,2,0.9999999999999999,9.29557885858422e-18,-1,1.3655301140515013,4.937898844243305e-05,-0.1733186981327619,True,ok,0.005840692747115386,0.012277673397175512,0.4696026642876373,4.314273676360368e-15
disk,R10,367,15,0.7829936264578209,2,0.9999999999999999,8.298426863350291e-17,1,3.1603043092984437,0.01353001757483803,0.18748925359216315,True,ok,0.004637769582427981,0.010467065384464388,0.08577930268889788,1.660471983065424e-14
disk,R10,367,15,0.7829936264578209,2,0.9999999999999999,8.298426863350291e-17,-1,1.2939304672489806,4.232188001853971e-05,-0.17296607196336278,True,ok,0.0057671973846032485,0.012216683206030518,0.4504887154278583,3.5873477512495926e-15
disk,R10,367,20,1.0439915019437611,2,1.0,1.362133294698781e-16,1,2.905978979059702,0.01224641377905217,0.19172369325144822,True,ok,0.0045200687491128815,0.0105507801885864,0.07423895059719728,1.746390434230643e-14
disk,R10,367,20,1.0439915019437611,2,1.0,1.362133294698781e-16,-1,1.1932644559966863,3.2892487386759135e-05,-0.17253235094537095,True,ok,0.005681619338831438,0.012141494192372043,0.4215285187496049,2.6645713989277045e-15
disk,R12,517,0,0.0,2,0.0,0.0,1,3.4851202323700723,0.015107260117101675,0.1812524912332831,True,ok,0.004781448059498778,0.010325117702284437,0.10003107064980972,1.46549443357347e-14
disk,R12,517,0,0.0,2,0.0,0.0,-1,1.4222355051564721,5.5218492948535126e-05,-0.17363318390044577,True,ok,0.0059086868673459605,0.012331432109630421,0.48364010277835556,9.245408901544945e-16
disk,R12,517,10,0.43979949713354244,2,1.0,3.730354975699924e-17,1,3.3414977302385234,0.014412983622981837,0.18413923961129042,True,ok,0.00471785923716554,0.010393504458896932,0.09378885860902306,1.335460798848818e-14
disk,R12,517,10,0.43979949713354244,2,1.0,3.730354975699924e-17,-1,1.3655024211931226,4.9376503629724414e-05,-0.17331857042066393,True,ok,0.005840664436472895,0.012277650805678551,0.4695953505037896,4.131144072742802e-15
disk,R12,517,15,0.6596992457003137,2,1.0,1.1625771560888728e-16,1,3.1601460949736975,0.013529465090091718,0.18749178621714171,True,ok,0.004637715943107184,0.010467124385851501,0.08577334109288817,1.50847547754535e-14
disk,R12,517,15,0.6596992457003137,2,1.0,1.1625771560888728e-16,-1,1.2938676053112157,4.2317798471619086e-05,-0.17296589831608694,True,ok,0.005767146341969667,0.012216644087676075,0.4504706979037086,3.972054645195637e-15
disk,R12,517,20,0.8795989942670849,2,1.0,4.016896483739458e-17,1,2.90570116365602,0.012245989010386166,0.19172825914267894,True,ok,0.004520009082645202,0.0105509020800838,0.0742318287310086,1.7089305706699974e-14
disk,R12,517,20,0.8795989942670849,2,1.0,4.016896483739458e-17,-1,1.1931536696394582,3.289051261058566e-05,-0.17253241134298278,True,ok,0.005681544588793401,0.012141451217360669,0.4214947398390796,3.2834993323803033e-15
disk,R14,721,0,0.0,2,0.0,0.0,1,3.4851202323700723,0.015107260117101675,0.1812524912332831,True,ok,0.004781448059498778,0.010325117702284437,0.10003107064980972,1.46549443357347e-14
disk,R14,721,0,0.0,2,0.0,0.0,-1,1.4222355051564721,5.5218492948535126e-05,-0.17363318390044577,True,ok,0.0059086868673459605,0.012331432109630421,0.48364010277835556,9.245408901544945e-16
disk,R14,721,10,0.3724194613619293,2,0.9999999999999998,1.5901565994800515e-16,1,3.3414310682789634,0.0144126679810481,0.18414035404036383,True,ok,0.004717831494462708,0.010393528508023064,0.09378588038395344,1.4117391103975083e-14
disk,R14,721,10,0.3724194613619293,2,0.9999999999999998,1.5901565994800515e-16,-1,1.3654760001340174,4.9373847963747304e-05,-0.1733184268360977,True,ok,0.005840638350017024,0.01227762848639811,0.46958830340321556,3.713261403517336e-15
disk,R14,721,15,0.558629192042894,2,1.2031247844814077e-16,0.9999999999999998,1,3.159994529393549,0.013528642484430975,0.18749317769717597,True,ok,0.004637651467580691,0.010467137101741917,0.08576544851961254,2.276429904329575e-13
disk,R14,721,15,0.558629192042894,2,1.2031247844814077e-16,0.9999999999999998,-1,1.2938070172779308,4.231087859768686e-05,-0.1729655008648038,True,ok,0.0057671099305243575,0.012216600715324294,0.45045239189320313,1.7949618948505305e-15
disk,R14,721,20,0.7448389227238587,2,1.0,1.0,1,2.905436210991873,0.012243710091071325,0.19172663942302146,True,ok,0.004519847531031947,0.01055077575093759,0.07421178226471625,9.203616861118542e-14
disk,R14,721,20,0.7448389227238587,2,1.0,1.0,-1,1.1930454762060623,3.287221467558594e-05,-0.17253122457917652,True,ok,0.005681540971288322,0.012141383942602384,0.42145689027052796,5.58400454209908e-15
disk,R16,931,0,0.0,2,0.0,0.0,1,3.4851202323700723,0.015107260117101675,0.1812524912332831,True,ok,0.004781448059498778,0.010325117702284437,0.10003107064980972,1.46549443357347e-14
disk,R16,931,0,0.0,2,0.0,0.0,-1,1.4222355051564721,5.5218492948535126e-05,-0.17363318390044577,True,ok,0.0059086868673459605,0.012331432109630421,0.48364010277835556,9.245408901544945e-16
disk,R16,931,10,0.32773676267223106,2,1.0,1.0082588858536905e-16,1,3.34148615858191,0.014412918881058619,0.18413940397323278,True,ok,0.004717853976166126,0.010393507280983894,0.09378827059062966,1.3772150925767843e-14
disk,R16,931,10,0.32773676267223106,2,1.0,1.0082588858536905e-16,-1,1.3654978276517522,4.937593395794038e-05,-0.17331853724034862,True,ok,0.005840660238805168,0.01227764662990629,0.46959410006763147,4.046898321349316e-15
disk,R16,931,15,0.49160514400834665,2,1.0,0.9999999999999999,1,3.1601186326016677,0.01352920615731476,0.1874916601515508,True,ok,0.004637699297062537,0.01046711057752067,0.08577109891928697,2.302472924680098e-13
disk,R16,931,15,0.49160514400834665,2,1.0,0.9999999999999999,-1,1.2938564950099496,4.231542033261701e-05,-0.17296574026353279,True,ok,0.005767144263981352,0.012216633959411582,0.45046700319568755,5.18055031822576e-15
disk,R16,931,20,0.6554735253444621,2,0.9999999999999998,1.6536450982661896e-17,1,2.905651401685917,0.012244867356299614,0.19172579514290716,True,ok,0.004519939696123419,0.010550790099305561,0.07422318296884252,1.7019372022808454e-14
disk,R16,931,20,0.6554735253444621,2,0.9999999999999998,1.6536450982661896e-17,-1,1.1931324444021418,3.2881014080076344e-05,-0.17253173074963082,True,ok,0.00568156817060584,0.01214142852263555,0.42148561389913436,4.434133731612048e-15
