sym_global_static_split_abs,inv_threshold_swap_plus_abs,inv_threshold_swap_minus_abs,inv_current_u_sum_abs,inv_current_v_sum_abs,sym_current_norm
6.574105704260091e-10,2.220446049250313e-16,1.7763568394002505e-15,9.547918011776346e-15,1.6653345369377348e-14,8.510169834795408e-18
