theta_deg,F_star,u,v,x,y,Hxx,Hxy,Hyy,Uxxx_fixed_y,Uxxy,Uxxxx,quartic_eff
2.9733856558229754,1.9100735315011463,0.88185034,0.23629932,1.0,0.20464121401698826,2.095545958979983e-15,-3.774758283725532e-15,6.91380821268568,1.5283347504224665e-13,-47.240828583896565,-17.066141626155122,-985.4308185049457
