surface,preparation,m_mean,n_mean,m_int,n_int,locking_error,xf,yf,vxf,vyf
2H_centered,ground,1.0000000000000064,-1.0000000000000102,1,-1,1.2074409138593832e-14,30.500069688846054,-52.27227698778542,-5.709107500138679e-05,0.03441099183295529
2H_exact_inverted,ground,-1.0000000000000002,1.0000000000000004,-1,1,4.965068306494546e-16,-29.00000033431882,52.53297483144944,1.5042369022269065e-06,0.020917240604415698
2H_matched_symmetrized,minimum_0,-3.365184701171237e-17,6.730369402342474e-17,0,0,7.524781748661202e-17,0.4999999995813576,-0.2995477989935567,1.0088962487266178e-10,0.027373956476718066
2H_matched_symmetrized,minimum_1,-3.4824935667955624e-17,6.409875621278547e-17,0,0,7.294810958690672e-17,0.9999999995813577,0.5664776047908819,1.0088924102239325e-10,0.027373956476718215
