surface,minimum,U0,x0,y0,Fc_plus,Fc_minus,DeltaFc,plus_hard,minus_hard,plus_res,minus_res
2H_centered,0,-0.5596581941027722,0.5000000008110698,0.2886751350902507,3.071135338539257,1.2586722984999543,1.8124630400393027,13.539221126378106,22.131549771934587,1.9328421568134054e-14,3.127530637743249e-14
2H_centered,1,-0.25147374339518885,1.0000000008110699,0.5773502696850639,0.21105864341942981,0.6116972722313198,-0.40063862881188994,11.493290105502252,10.932479101004489,4.9412597358382034e-14,3.856430280110648e-14
2H_matched_symmetrized,0,-0.4055659687489803,0.5000000003416574,0.2886751348035102,1.7677022304519074,0.6434701579204648,1.1242320725314427,14.976415175562252,18.1068414777948,3.75497641924119e-09,1.8365903565129603e-15
2H_matched_symmetrized,1,-0.40556596874897993,0.9999999996583429,0.5773502689809262,0.6434701579204644,1.7677022304520231,-1.1242320725315587,18.10684147779479,14.976415175561794,2.4674433049201107e-14,3.754976264609677e-09
2H_exact_inverted,0,-0.5596581941027723,0.9999999991889303,0.5773502686941879,1.258672298499955,3.071135338539251,-1.8124630400392958,22.131549771934594,13.539221126378148,1.0073590249736999e-13,1.6536395127891396e-14
2H_exact_inverted,1,-0.2514737433951888,0.4999999991889303,0.288675134099375,0.6116972722313165,0.21105864341943018,0.4006386288118864,10.932479101004507,11.493290105502245,1.961485818646421e-15,1.021268738703024e-14
