T,dt,N,burn,measure,mean_u,mean_v,se_u,se_v,T2,crit,zero_excluded,sec
0.6,0.04,300,60,60,0.049414286455872876,-0.1116161169048776,0.026000322399933502,0.028852633827940736,14.976355598289432,6.0724102602313454,True,4.670154094696045
0.6,0.02,300,60,60,0.03207145457744571,-0.08170956399535396,0.02755341605215701,0.025339874018277263,10.698414370163595,6.0724102602313454,True,9.32832407951355
0.6,0.01,300,60,60,0.05451920230086584,-0.12257386276305288,0.026444245369283265,0.026441570795171305,21.489446900546007,6.0724102602313454,True,17.234920978546143
