T,dt,N,burn,measure,mean_u,mean_v,se_u,se_v,T2,crit,zero_excluded,sec
0.7,0.04,300,60,60,0.03503581944899634,-0.07550351077222216,0.029131641930760902,0.03289653222158071,5.2680699857762345,6.0724102602313454,False,4.504124879837036
0.7,0.02,300,60,60,0.030293654540007306,-0.0646532150522909,0.02959624892683758,0.02885471453374345,5.054703557359046,6.0724102602313454,False,8.598477840423584
0.7,0.01,300,60,60,0.03420589891502853,-0.1007070770545608,0.02937962182979826,0.029430836583131004,11.809106227309814,6.0724102602313454,True,16.57354426383972
