T,cycle,mean_u,mean_v,se_u,se_v
0.5,107,0.3686608265980105,-0.33860653363206933,0.14570410926864544,0.14891934550368802
0.5,108,-0.13844256377648334,0.03611883664722306,0.14871039378355644,0.15493362879123473
0.5,109,0.24122654923667758,-0.24721912342234806,0.14119920165607763,0.15232976954508903
0.5,110,-0.02779684414133905,-0.18948403721784218,0.14463297705211475,0.14709850236112432
0.5,111,0.023643121258017187,0.00464016484970449,0.14766379695142254,0.14166100672866105
0.5,112,0.12301820742415624,-0.23384684204791636,0.15814688435794036,0.15228445267557608
0.5,113,0.2323393309868597,-0.28872926151251266,0.14437222570782154,0.16159689868546606
0.5,114,-0.1800600958977319,-0.2929963934225474,0.1487487541791392,0.14959597713585154
0.5,115,-0.03540742305871559,0.0384769682023041,0.1383883985113614,0.1467849946880644
0.5,116,0.06362524990695215,-0.030059710164630004,0.14389256414970958,0.14556775995101245
0.5,117,0.38274170099108595,-0.19710042710765055,0.14402982284547586,0.14966705034304506
0.5,118,0.16640254752587635,-0.1297682997689382,0.1433353775484025,0.1462247533442365
0.5,119,0.02766003094007481,-0.23471836879081348,0.1393013824594769,0.1496567651399694
0.5,120,-0.06712165366814386,-0.138896988030793,0.1482146501186326,0.15651898918168233
0.5,121,0.09373598339811645,-0.19622129234216432,0.14355797900602765,0.14391800041185165
0.5,122,0.0741111109114112,-0.2752053145709085,0.14992932358546762,0.15619439774702962
0.5,123,-0.10163893619456486,0.07206777504123062,0.15111441319379984,0.14740739791301424
0.5,124,-0.014068360959677279,-0.10674319498313994,0.1465561887086514,0.1440495191284345
0.5,125,0.07590721050577036,-0.05844141390798902,0.1459278931132642,0.143962530131284
0.5,126,0.046560105218588034,-0.2459877477544339,0.1533383243288566,0.1465130649826397
0.5,127,0.30063995822451134,-0.21995582104516434,0.1482968191696224,0.1479394572583131
0.5,128,0.34932817384133236,-0.24509283005905008,0.14972725028307038,0.15517254143877374
0.5,129,0.2953726982525415,-0.3335394278500325,0.14364380917615036,0.14132960236797917
0.5,130,0.2321853859495652,-0.3991708293606069,0.15345338219736335,0.15072954250438694
0.5,131,-0.16944317149111818,-0.04259017494820067,0.1480442686608545,0.14428989183530772
0.5,132,0.012172467881523772,-0.09220094394751914,0.1463963931788445,0.1484983307926056
0.5,133,0.20684637014051183,-0.22866383959614184,0.14874072543799396,0.1504547805103451
0.5,134,0.1956937691138378,-0.2602542296636762,0.14369313874140235,0.15150004946696946
0.5,135,-0.1381119437932893,-0.16630854487141722,0.15004329100263936,0.1564232401788133
0.5,136,0.3253985325831004,-0.23485494219367234,0.14487669263445074,0.14990715942990848
0.5,137,0.05072256362488535,-0.08421230409228446,0.14339374508105523,0.1543011381609599
0.5,138,-0.1901873695039302,-0.03485303355826257,0.14643361206293554,0.1471925894681762
0.5,139,0.17708994084884436,-0.057203509914555445,0.14404779729340667,0.15419977744640853
0.5,140,0.2739359862050694,-0.12588272326479374,0.14098517223625162,0.147829965573602
0.5,141,0.2272638278244139,-0.47536936104218946,0.14067716636715774,0.14667408260761625
0.5,142,0.16866384966797182,-0.41467989412805695,0.14616917585361108,0.15104873122882345
0.5,143,0.029052650604437544,-0.030157150115168483,0.14646313475508885,0.1469856974982818
0.5,144,0.180628530415381,-0.3492971585197347,0.1487555906905577,0.15233870727760412
0.5,145,-0.07760648327314851,-0.17004471301628274,0.15023144689855586,0.15309201015967133
0.5,146,-0.08468231915775151,0.10320390579379052,0.14605616059185642,0.1451622378684154
0.5,147,0.2750555178415857,-0.10968976999760321,0.14068448370603495,0.15213200246272277
0.5,148,0.037878744012499084,-0.020532573291404333,0.14445389998750655,0.149214166848958
0.5,149,0.17112564329916471,-0.38291241860313724,0.1392537775765501,0.14794002882639937
0.5,150,0.11812881407363167,-0.03611105623736582,0.151236028118828,0.15067627589139693
0.5,151,0.0732811284682611,-0.05253803978286642,0.15038645629341765,0.1511361871359693
0.5,152,-0.017293408059824586,-0.15191385710113822,0.14787309524427628,0.1434183012079818
0.5,153,0.16482218575954485,-0.2520976387143575,0.13573745788968952,0.14105793122823834
0.5,154,-0.04070841465800066,-0.2874729820407173,0.13815531399729547,0.15334186939983552
0.5,155,0.40964026808219783,-0.2009749646262646,0.1483663568940321,0.15092922597147562
0.5,156,0.13096479710726552,-0.08423004853637024,0.1449069147771639,0.1517572884537714
0.5,157,-0.18283569158373356,-0.25349881960541354,0.14847096885858693,0.15253891483110388
0.5,158,-0.046977743580315805,0.024677287421078574,0.14221727720290217,0.14487449627645155
0.5,159,0.19344176298341217,-0.49732370264540693,0.1452568981611564,0.1545232078735349
0.5,160,0.18651493813025527,-0.1457252171660752,0.1460570192768164,0.1431498505525944
0.55,1,0.15722445461504952,-0.09924415997808879,0.14985599879866934,0.15781157883707822
0.55,2,-0.008749048982241433,0.10257472909016757,0.1457493570414877,0.16296097035901663
0.55,3,0.04500670192548326,0.15266380531779924,0.14624326078426522,0.15650026708971942
0.55,4,-0.12675730922110587,-0.0485690167615666,0.15877920687866812,0.1601045519149913
0.55,5,0.02563552748377092,-0.19068985615717923,0.15779713145267132,0.16307271042424828
0.55,6,0.04403580439193519,-0.09010871070761853,0.15113690202962082,0.1527605393016482
0.55,7,0.3129053636945887,-0.338978770794769,0.15271626815533873,0.1598009220958015
0.55,8,-0.1219702751401064,-0.129595030681501,0.15378915984510172,0.15843313554073196
0.55,9,0.05775437267071369,-0.21681910084144954,0.15816108038297333,0.15284662274524063
0.55,10,0.19004956901812847,-0.05312835028318517,0.15853079293685957,0.15710186570294044
0.55,11,0.14870015109702028,0.01684585320674756,0.15236469786083276,0.16626883397006104
0.55,12,0.11140385568721245,-0.1915923973679815,0.15515314286459303,0.16055190172580233
0.55,13,0.13937777930222756,0.1228059941097855,0.15714128427132457,0.15078027483272452
0.55,14,0.10134925410818824,-0.020152017142795856,0.15488752317846433,0.16653934360448588
0.55,15,-0.1533473367169678,-0.06933440161871729,0.14877822447502353,0.15200045233085346
0.55,16,0.04974778581550143,-0.07599823868424085,0.15381294517543034,0.16197515086741948
0.55,17,0.5535897808280611,-0.4395102472101344,0.15970918071121468,0.15744010958685387
0.55,18,0.026990055452501337,0.0744556080400128,0.15203956760244788,0.16125103378533223
0.55,19,0.27193760345247625,-0.49077930802859443,0.14981045821496453,0.15309584441274354
0.55,20,0.07395782120646283,-0.43505994536805737,0.15259683165069263,0.16063989672090243
0.55,21,0.2569815341878644,-0.18455800116705806,0.15220856734380933,0.1665283739383482
0.55,22,0.25231272651871683,-0.20298266668529732,0.14789727109393025,0.16880504196675195
0.55,23,0.2712100185332031,-0.31339219762465975,0.1657586621877094,0.1683941363734393
0.55,24,0.11070573581452618,0.029791257960243057,0.1498486355497271,0.16523326330248794
0.55,25,0.23378030625923515,0.04240977493285696,0.1524488029604384,0.156758865834893
0.55,26,0.27198642874091616,-0.08177027096276392,0.1655284318252474,0.16034932969463433
0.55,27,-0.026613586871751152,-0.03940242747698684,0.15929307266697604,0.15367485885174434
0.55,28,0.04926363106647337,-0.021867742339500076,0.14607856898464888,0.15529468953719472
0.55,29,0.18742008527252482,-0.24837502324258365,0.14791539770909798,0.14925981901393845
0.55,30,-0.01937803907116036,0.10129879654234182,0.16415096022021577,0.1553292736592602
0.55,31,0.35609330176931997,-0.012290687613174534,0.15402238133489413,0.15641091480078592
0.55,32,0.05775847017295945,-0.01769551923775478,0.15940963342412146,0.16303513231779634
0.55,33,0.28713990896269037,-0.3577293653933735,0.1506438936875314,0.15535973540811338
0.55,34,0.15808457025852113,0.03301691643714759,0.154421467744476,0.15607382904024794
0.55,35,-0.07020079842318154,-0.3985474200859685,0.15101984510738028,0.1511378493334446
0.55,36,0.14064090271688248,-0.002104688858543952,0.1708391559271531,0.16753525394412036
0.55,37,0.04636099014729888,-0.24514938734343697,0.15172651701597709,0.15718705204894132
0.55,38,-0.05877670234507913,-0.26397633356223327,0.1488671830551443,0.15418083516572906
0.55,39,0.09397304977813935,-0.10929539062610164,0.14680303155959024,0.15226849578416785
0.55,40,0.24036085856220357,-0.25328933938040127,0.15355579534223354,0.15950655798133398
0.55,41,0.07522846582315544,-0.12511132558137003,0.15403676103201813,0.15160838525297649
0.55,42,0.14155976467246512,-0.030877483841950323,0.1608994236788836,0.16285581790584672
0.55,43,-0.04126356736896162,-0.12849398159779735,0.15710331362383764,0.15682936183592278
0.55,44,-0.19059461880810669,0.06682149621907621,0.15574965106573485,0.15976874082667503
0.55,45,0.17064377319347335,-0.3364354939072841,0.152946475059324,0.1681962322147484
0.55,46,-0.20234692813690117,0.18724705161196725,0.1546526339610498,0.16579253027894272
0.55,47,-0.24223145719080275,-0.07776276415071767,0.15402273999527963,0.16293660405227986
0.55,48,0.08910989783737837,0.08329648098025738,0.16303629938650016,0.1601761255972519
0.55,49,0.04125165054409911,0.14717131983145565,0.157492308133576,0.1550011604915333
0.55,50,0.20592837952395923,0.04207843841974962,0.15412019862545384,0.1528381544276055
0.55,51,-0.18862495134889623,0.33186586513922545,0.15213253559516998,0.15676895319298415
0.55,52,-0.148822704067921,-0.012743404562926905,0.1511502816147712,0.15714575118180593
0.55,53,-0.058454767145450795,-0.15411498747394864,0.14996426079932473,0.15561921018770727
0.55,54,0.1350742310984446,-0.28020172067763577,0.1524431431194948,0.162115828853968
0.55,55,-0.04785129971549338,-0.1368455360000196,0.14763683271765365,0.15601017169874998
0.55,56,-0.0070562283476676485,0.14024760175801648,0.14817505791255947,0.15949446431125647
0.55,57,0.19354006594590367,0.14765784637152024,0.15672982381138803,0.15966088088976074
0.55,58,0.2225127078253452,-0.18769441027675318,0.15525294637321616,0.1633871806435708
0.55,59,-0.10709608657695793,0.03790122704071271,0.15511072441479565,0.15165706860762235
0.55,60,0.10212087510018598,-0.0972285679057329,0.1515843806021427,0.15923941145645043
0.55,61,-0.258597443111776,-0.22953390665590065,0.15659455180972653,0.15686154407005937
0.55,62,0.07631117450614334,-0.24469962826763292,0.151863330484213,0.15469598810247315
0.55,63,-0.04534549187905577,-0.15731587439544326,0.15738312889633482,0.15734014721948356
0.55,64,0.04700477985131738,-0.28233588379547114,0.15756020432504825,0.15586136624576155
0.55,65,0.16270281545308518,0.15324005260485787,0.15568344848018822,0.15884734538306694
0.55,66,0.10870778356890588,-0.4110524483197175,0.15106271333316884,0.1524847083401575
0.55,67,-0.21901715441573077,-0.2515962456297901,0.1579439276324621,0.15182648645198676
0.55,68,-0.12131197266645598,-0.07435929096645051,0.14755759275374342,0.15556326345529467
0.55,69,-0.06932237420832393,0.00225104529610482,0.15424738912006822,0.16086766582771267
0.55,70,0.03242759326031282,-0.04042521155702545,0.15368338266707038,0.15270458114234098
0.55,71,0.1030988036873164,-0.08185167106081552,0.16059470832095507,0.16264377813107878
0.55,72,0.1886105122168002,-0.3264193428483539,0.1617466996325361,0.1640141318735471
0.55,73,0.2960413056387581,-0.2073974101535887,0.14947542956099233,0.16126131542135574
0.55,74,0.07640084884729101,-0.1338971315021759,0.15697745126878207,0.16165476162421402
0.55,75,0.2055530528934507,0.005180165419139328,0.14776922018643682,0.1607575361480469
0.55,76,-0.0002690302626279362,0.05686186387471265,0.1477941127931821,0.1609603784933339
0.55,77,0.11483823822823708,0.0015116495255073587,0.1604092766308552,0.15632170014687985
0.55,78,0.16162552531587532,-0.1958783614349301,0.1568443012665631,0.15426915688821202
0.55,79,-0.18088405555852483,0.2280723149014479,0.15268378220514378,0.16510269857156135
0.55,80,-0.19435733533870647,0.1308344740576644,0.14889816274680134,0.15490760503222437
0.55,81,0.04424116807704698,-0.19210769329112515,0.15855355835674334,0.1490659492263387
0.55,82,0.16973495537508754,-0.14557139698752117,0.1593116943501706,0.15815400141174824
0.55,83,0.012713781967730512,-0.33446910223158516,0.15919355763806423,0.15782950492592046
0.55,84,0.20014761935278913,-0.19751412627411657,0.15278292420116688,0.1500265209245869
0.55,85,0.1683040760839807,-0.06045197965189893,0.15351970066959025,0.15283137943091665
0.55,86,-0.10660496477730842,-0.15623735162681887,0.15815419606879522,0.1541587253833738
0.55,87,0.06094812136965541,-0.1597701277158792,0.15772738432471975,0.15187932067044063
0.55,88,-0.2519743958906459,-0.18563658999618968,0.14486165321870803,0.16130537977304676
0.55,89,0.11707204104193229,-0.10008774161941535,0.15371839652513705,0.1614704270656385
0.55,90,-0.09662154028876944,-0.009643911874286733,0.14666794422947696,0.14743245659404192
0.55,91,0.10627917887803619,-0.018710875792975316,0.15242523836513971,0.16302331637613474
0.55,92,-0.20369982220828547,-0.007383853669707051,0.14827455529792108,0.15664259851023002
0.55,93,0.054877748482017,-0.1746626639838309,0.1552854279821372,0.158940907287612
0.55,94,0.08545280915735291,0.037111988948296454,0.15759918556850902,0.1498075381222875
0.55,95,0.05315145992394463,-0.11872951807316554,0.15748587186876184,0.1539572362947856
0.55,96,0.20761571164293396,-0.13872410238489868,0.1560286076694292,0.15936651612999106
0.55,97,-0.11040481605543494,0.2802812458691272,0.15567454884299448,0.16131310714613048
0.55,98,-0.1989641612221325,-0.010587212929989818,0.15460193617250026,0.1617722080449497
0.55,99,0.048604545356636664,-0.20186609512803155,0.15884795561461765,0.16320558392678763
0.55,100,0.0238002624498705,0.006328245883344636,0.15721561083198146,0.15957959669529942
0.55,101,0.22119976630587604,-0.24946090011685135,0.15697153681828133,0.156031929155968
0.55,102,-0.09851372350898631,0.11022081905107248,0.15320279634595538,0.15748017821273755
0.55,103,0.29013005112797335,-0.09963146939619776,0.16293584028970365,0.1597873602337842
0.55,104,0.08145068576277205,-0.2133806326573654,0.15820256238368577,0.16254379264461194
0.55,105,0.04450548230112142,-0.1521858325920368,0.15257627811493105,0.15976340400827937
0.55,106,0.026574691389135218,-0.014910881313293685,0.1674445907318559,0.1615959524167044
0.55,107,0.29633421837239854,-0.29747298355312696,0.15166840709569865,0.15190540785809828
0.55,108,-0.1431434666052088,0.07459575890578064,0.15826370549187557,0.15822118902998372
0.55,109,0.1839269859186027,-0.20538818097841693,0.14902613685981658,0.1606972875314276
0.55,110,-0.03704306263649641,-0.23096775132544706,0.15268751623563367,0.1515208162573974
0.55,111,0.055301660401324296,0.03241480048343091,0.1531939916942842,0.1481484200679176
0.55,112,0.05448357264090966,-0.14607563594121695,0.1667975123703368,0.15255122404841565
0.55,113,0.11401801342768503,-0.23305484279162428,0.153265817347476,0.16987649010076825
0.55,114,-0.1672409577185657,-0.22866053839904413,0.15692569990799612,0.1611366961061012
0.55,115,-0.010761928927439641,-0.006807575757592428,0.14876249787321053,0.15115505164352708
0.55,116,0.15318010203018173,0.020604660044811405,0.14664308205031407,0.1518043587171187
0.55,117,0.3738672450564884,-0.09750950817057555,0.1550509932694145,0.15857504977330783
0.55,118,0.10511374899364094,-0.13900056373698164,0.157563443971593,0.15980810200614318
0.55,119,0.031241233492767525,-0.15639308100258104,0.14899381039752588,0.1579729415891018
0.55,120,-0.07707617371564834,-0.056995564173862416,0.15647193883078608,0.16105422774137612
0.55,121,-0.003612891551957382,-0.11836579172112018,0.15233675152069928,0.1562066652022752
0.55,122,0.012631994744473232,-0.05510460100311282,0.16270181604161307,0.17295390384145148
0.55,123,-0.1269383293163384,0.05373300655312926,0.1590466618154299,0.15593028754813762
0.55,124,-0.015060896143263343,-0.09418200402179008,0.15941035183515548,0.16006941770507283
0.55,125,0.13109021730971804,-0.0867431089884517,0.15204151442129263,0.1485744093753117
0.55,126,-0.062182175858116175,-0.15396666113845847,0.1586052817289199,0.15949482404101317
0.55,127,0.2257640285159457,-0.05887617332318805,0.15841115683021165,0.156277046855631
0.55,128,0.2524360293214795,-0.11857688922547234,0.16028947522890788,0.1690571189126563
0.55,129,0.2973924137248874,-0.2530672420150551,0.15337237838680162,0.1468094386886779
0.55,130,0.2530986028956442,-0.4278742357356805,0.1609649419990055,0.15289044071965618
0.55,131,-0.18038474564547158,0.09436017210604045,0.15567471677707131,0.15499826209341394
0.55,132,0.02787167152298629,-0.1173795334084101,0.15439831535358084,0.1559778598330392
0.55,133,0.2204001513546649,-0.35331214204088063,0.15949011315332223,0.16091134351644254
0.55,134,0.22495770130969525,-0.21178893664108542,0.1528000067722274,0.16129559399937773
0.55,135,-0.20199421497350786,-0.14429255512159775,0.15589249168583053,0.1646500336460758
0.55,136,0.22689496100994358,-0.11761011149529761,0.16015565222784164,0.16194223974988084
0.55,137,-0.05455859659512839,0.024937395503789744,0.15420298735505672,0.15974982119085457
0.55,138,-0.10440625295088125,-0.05333198531702553,0.15476950500966258,0.1586764536907561
0.55,139,0.09241056928210895,-0.07276607355762138,0.1551588752964814,0.16076505031236793
0.55,140,0.2721566126167927,-0.09641626472395654,0.15192054772987076,0.1579757182037284
0.55,141,0.14731918305469455,-0.4466336125356539,0.15149300323543252,0.15447907898448904
0.55,142,0.2221625004558533,-0.4044114887616106,0.15126981977969203,0.15922437338385073
0.55,143,0.16571013134272478,-0.08876005566409871,0.15371531174685882,0.15718460274153864
0.55,144,0.020184354112782032,-0.20413561209468822,0.15906305769705792,0.15932605523597065
0.55,145,-0.0628271801863248,-0.14419778882998244,0.15576710166935195,0.16381301058596764
0.55,146,-0.14983979658069937,0.1562845078724312,0.16001526828480422,0.15578931315407804
0.55,147,0.390583691269122,-0.15860835957145492,0.1500572161735827,0.15908813155041016
0.55,148,0.09846236058135956,-0.06394641895224601,0.15041674228716118,0.1572699981888965
0.55,149,0.12881552553264294,-0.31205586667071045,0.14628474759325877,0.16000625311616332
0.55,150,-0.0288371898804927,0.02679754599425752,0.15931990315306452,0.1587851325568651
0.55,151,0.06578604576703871,-0.016021057470697174,0.1561971504074029,0.15761208096109397
0.55,152,0.020887074902341908,-0.17714054384845443,0.1597373986908639,0.15313352902248706
0.55,153,0.08665218122867517,-0.14088079472033033,0.1458861113857768,0.15046414865004495
0.55,154,-0.04380809672155197,-0.2755744471005093,0.14408119470570135,0.15940281820390187
0.55,155,0.2449008530617163,-0.08941018912971294,0.15965576673315746,0.15936576775620215
0.55,156,0.054782875671674336,-0.11973501736821925,0.15013373549977832,0.15515711775486757
0.55,157,-0.16388757729960546,-0.2828239516396674,0.15749357019214477,0.1585573525417173
0.55,158,-0.12530870599023589,0.04036184669090544,0.148334707694522,0.15300543224815413
0.55,159,0.28839965311859483,-0.4539195179643476,0.1497124118034111,0.16197982310877707
0.55,160,0.267237681878151,-0.10697833266336039,0.15068435259520846,0.14965325961125542
0.6,1,0.23986942785522808,-0.12686700761276481,0.1560265425563629,0.16549358292042282
0.6,2,-0.11278057453228804,0.19489030832656437,0.15351669798835077,0.17315089957945698
0.6,3,0.02953059837708913,0.23025919513546647,0.1514323262458898,0.1627097585242459
0.6,4,-0.07312461851636158,-0.02208997416715728,0.16262755437627033,0.16588214944495752
