name,F0,period,steps_per_cycle,u,v,m,n,lock_residual,expected_winding
canonical_w11,2.0,40.0,1000,1.0000000000000009,-1.0000000000000016,1,-1,1.3506446028928519e-15,1
canonical_w11,2.0,40.0,2000,0.999999999999996,-0.9999999999999936,1,-1,5.63048378281737e-15,1
canonical_w11,2.0,40.0,4000,1.0000000000000056,-1.0000000000000089,1,-1,7.771561172376096e-15,1
canonical_w11,2.0,40.0,8000,0.9999999999999942,-0.9999999999999898,1,-1,8.870675019173903e-15,1
