name,F0,period,x,y,vx,vy,u_onecycle,v_onecycle,m,n,fixed_RK4_closure,expected_winding
canonical_w11,2.0,40.0,100.00006968803514,-173.80450865269907,-5.70910751562374e-05,0.034410991832956025,1.0000000000201206,-1.0000000000238702,1,-1,2.371185866679705e-11,1
