F,ok,eigmin,grad,jump,direction,case
1.5000000000000002,True,0.6831349305019201,2.1015275243495663e-11,0.005712723433278082,plus,nominal_one_layer
1.6000000000000003,True,0.6750047759531405,1.8906178991931723e-11,0.005702376314937615,plus,nominal_one_layer
1.7000000000000004,True,0.6659962021671644,1.4626181405728767e-11,0.005701553325181039,plus,nominal_one_layer
1.8000000000000005,True,0.6559161587844766,9.98232243172191e-12,0.005710393267465399,plus,nominal_one_layer
1.9000000000000006,True,0.6445050836048885,8.983190386104338e-15,0.005729176381849256,plus,nominal_one_layer
2.0000000000000004,True,0.631406410877458,1.0977945896206095e-14,0.0057583381653642275,plus,nominal_one_layer
2.1000000000000005,True,0.616117999287726,1.8027305820224398e-14,0.0057984907031304374,plus,nominal_one_layer
2.2000000000000006,True,0.5979121412801902,3.8192787133092285e-14,0.005850453880860394,plus,nominal_one_layer
2.3000000000000007,True,0.5756989330462077,8.819619195861734e-14,0.005915300726660113,plus,nominal_one_layer
2.400000000000001,True,0.5477836814427863,2.056866677027462e-13,0.0059944256368533065,plus,nominal_one_layer
2.500000000000001,True,0.5114195325974908,4.418463509944396e-13,0.006089658765089823,plus,nominal_one_layer
2.600000000000001,True,0.4619585195901303,8.346673000956081e-13,0.006203515301196339,plus,nominal_one_layer
2.700000000000001,True,0.39124597295368685,2.078776949958219e-12,0.0063401074934032525,plus,nominal_one_layer
2.800000000000001,True,0.28486514297085924,1.4515935755076104e-13,0.006512561909603279,plus,nominal_one_layer
2.9000000000000012,True,0.11793562984112585,9.705366454241642e-13,0.007030140209688745,plus,nominal_one_layer
3.0000000000000013,False,-0.13587297535374449,1.4633945336367093e-14,0.009595477668804928,plus,nominal_one_layer
0.1,True,0.7496092025833646,4.037246965789286e-12,0.007429130870423686,minus,nominal_one_layer
0.2,True,0.7466872846990574,3.975626142944149e-12,0.007741737966213179,minus,nominal_one_layer
0.30000000000000004,True,0.7434222061218143,4.003244024314849e-12,0.008111871543504082,minus,nominal_one_layer
0.4,True,0.7397571338164625,4.135492463390375e-12,0.008556088255152697,minus,nominal_one_layer
0.5,True,0.7356051670211944,4.410780826088075e-12,0.009098688430989876,minus,nominal_one_layer
0.6,True,0.7308281985961984,4.906660810372799e-12,0.009777044405421962,minus,nominal_one_layer
0.7,True,0.7251930365417665,5.762013357949199e-12,0.010652231230202838,minus,nominal_one_layer
0.7999999999999999,True,0.7182687456987003,7.0515999306006125e-12,0.011832601818386341,minus,nominal_one_layer
0.8999999999999999,True,0.7091412483267413,3.7189523726208454e-13,0.013534409711923162,minus,nominal_one_layer
0.9999999999999999,True,0.695369741324163,9.354777219296682e-13,0.016277391530204396,minus,nominal_one_layer
1.0999999999999999,True,0.6664504488638358,2.8648557157534896e-11,0.02184229385078391,minus,nominal_one_layer
1.2,False,0.003265460402547547,0.008648889892593483,0.04995064220238065,minus,nominal_one_layer
0.1,True,1.4193273411136775,7.661551170975752e-11,0.007032998893779637,plus,stiffness_2x
0.2,True,1.4165648070348438,8.222877724375204e-11,0.006821354351222039,plus,stiffness_2x
0.30000000000000004,True,1.4135391132991435,8.979896574184258e-11,0.006638072252359817,plus,stiffness_2x
0.4,True,1.4102440523008348,1.0034816117664451e-10,0.006478834348764521,plus,stiffness_2x
0.5,True,1.4066696003403267,3.260955869848896e-12,0.0063402845070655136,plus,stiffness_2x
0.6,True,1.4028016083433128,3.727015906502706e-12,0.006219783072437877,plus,stiffness_2x
0.7,True,1.3986213008496466,4.561237513136997e-12,0.006115235513948874,plus,stiffness_2x
0.7999999999999999,True,1.3941045485391166,5.303527189083749e-12,0.00602497058605581,plus,stiffness_2x
0.8999999999999999,True,1.3892208571680942,6.206962582625802e-12,0.005947652305369596,plus,stiffness_2x
0.9999999999999999,True,1.3839319861631099,7.2616466329421705e-12,0.0058822156526577305,plus,stiffness_2x
1.0999999999999999,True,1.3781900682054222,8.404775564675916e-12,0.005827819312014924,plus,stiffness_2x
1.2,True,1.3719350391957084,9.477616057448357e-12,0.005783810969015267,plus,stiffness_2x
1.3,True,1.3650910935810086,1.017755991147155e-11,0.00574970213946171,plus,stiffness_2x
1.4000000000000001,True,1.3575617323846725,1.0115912372116913e-11,0.005725150486557092,plus,stiffness_2x
1.5000000000000002,True,1.3492227346136971,9.067502309257411e-12,0.005709948282509258,plus,stiffness_2x
1.6000000000000003,True,1.3399119936549495,7.235831186811916e-12,0.005704016192121899,plus,stiffness_2x
1.7000000000000004,True,1.3294145033683735,5.177810543681403e-12,0.005707401976464855,plus,stiffness_2x
1.8000000000000005,True,1.3174396373050652,3.41312104290458e-12,0.005720284091122178,plus,stiffness_2x
1.9000000000000006,True,1.3035858201884263,2.1641567060834704e-12,0.005742980535931951,plus,stiffness_2x
2.0000000000000004,True,1.287283909407351,1.9477684989887714e-15,0.005775963757043115,plus,stiffness_2x
2.1000000000000005,True,1.267703377701609,3.371652001714701e-15,0.005819882985310316,plus,stiffness_2x
2.2000000000000006,True,1.2435911524486414,6.9438167106477525e-15,0.005875596255005668,plus,stiffness_2x
2.3000000000000007,True,1.2129843227999755,1.6849714410191565e-14,0.005944215780727789,plus,stiffness_2x
2.400000000000001,True,1.1726806106856684,3.950482762330773e-14,0.006027173190143298,plus,stiffness_2x
2.500000000000001,True,1.1172453747974795,9.489837277180289e-14,0.006126318110381229,plus,stiffness_2x
2.600000000000001,True,1.0372107226049947,2.0691753725180124e-13,0.006244087303108544,plus,stiffness_2x
2.700000000000001,True,0.9163913468358199,4.4465026840981453e-13,0.006383897645198163,plus,stiffness_2x
2.800000000000001,True,0.7306357662867087,2.2389454067750176e-12,0.006551813999926687,plus,stiffness_2x
2.9000000000000012,True,0.45546817228570985,5.0944850311464115e-11,0.006775022018331595,plus,stiffness_2x
3.0000000000000013,True,0.043459877762760064,2.0137724273759317e-12,0.011165847306000981,plus,stiffness_2x
3.1000000000000014,False,-0.37017449305257477,3.2403950591978673e-13,0.013859946618415954,plus,stiffness_2x
0.1,True,1.419305883552111,3.053677534935821e-12,0.007278646745635348,minus,stiffness_2x
0.2,True,1.4164537609571393,2.9512400931372063e-12,0.007565805326390394,minus,stiffness_2x
0.30000000000000004,True,1.4132237139598773,2.9059947884348556e-12,0.007904696724574885,minus,stiffness_2x
0.4,True,1.4095446425426645,2.9291360912295643e-12,0.008309632982268729,minus,stiffness_2x
0.5,True,1.4053102655977099,3.0301386282193137e-12,0.008801354387233428,minus,stiffness_2x
0.6,True,1.4003542622416203,3.2326957389064737e-12,0.009411243746409666,minus,stiffness_2x
0.7,True,1.3943993618774035,3.590469982891593e-12,0.010189501528820115,minus,stiffness_2x
0.7999999999999999,True,1.386940313358268,4.334842383720509e-12,0.011222603769522095,minus,stiffness_2x
0.8999999999999999,True,1.3769273396561008,9.06582239683841e-12,0.012675833595991679,minus,stiffness_2x
0.9999999999999999,True,1.3616663016706558,3.312889779567535e-13,0.014919204457985728,minus,stiffness_2x
1.0999999999999999,True,1.3307770869313473,4.788895723828409e-12,0.019046982264777988,minus,stiffness_2x
1.2,True,1.1200716368614994,9.266680453952923e-13,0.03194158236713033,minus,stiffness_2x
1.3,False,-0.00768345474796169,0.07384207793884509,0.024331462149076277,minus,stiffness_2x
0.1,True,0.8044595339851781,9.806616608281685e-11,0.007143473401771431,plus,alt_elastic_literature
0.2,True,0.8015979393004489,2.7413241817575856e-12,0.0069166420009327345,plus,alt_elastic_literature
0.30000000000000004,True,0.79849510770829,3.2741225378951084e-12,0.006720348560474657,plus,alt_elastic_literature
0.4,True,0.7951523336948021,3.743050295108046e-12,0.006549828856986443,plus,alt_elastic_literature
0.5,True,0.7915661941955725,4.272483481124772e-12,0.006401393579193759,plus,alt_elastic_literature
0.6,True,0.7877287865051134,4.907475163055504e-12,0.006272148937821979,plus,alt_elastic_literature
