shell,N,Theta,theta_deg,Fp,Fm,Fp_norm,Fm_norm,rho,hard_p,hard_m,res_p,res_m
5,91,15.0,1.5724272550828775,3.1605006713694612,1.2940087406896765,0.9068555632642114,0.9098413982762381,0.4190117828973184,14.188938292230057,22.997530372781327,1.5216214608273902e-14,5.6608399245872884e-15
5,91,16.0,1.6772557387550693,3.115439128464357,1.276196657351233,0.8939258679020345,0.8973173941476225,0.41880578463579266,13.857481319170825,22.557134684452407,2.4603914638928903e-14,4.84320120236439e-14
5,91,17.0,1.7820842224272613,3.0674621252482868,1.2572229254281033,0.8801596274233112,0.8839766134862352,0.41858289762327505,13.512373089491836,22.09585869973131,9.57904459631194e-15,2.3377592754197573e-14
5,91,18.0,1.886912706099453,3.016596279294976,1.2370944684632557,0.8655644793188456,0.8698239243627605,0.4183430146560487,13.154862527465362,21.614937425756306,7.860387335963338e-15,1.7181334254621264e-14
5,91,19.0,1.9917411897716448,2.962876855250478,1.215821038862738,0.8501505422197615,0.8548661838736583,0.4180861743675998,12.786216369530203,21.11563327202219,5.795501974986921e-15,1.907603332018863e-14
5,91,20.0,2.096569673443837,2.9063484428169097,1.1934154921657758,0.8339306104341869,0.8391124309855266,0.41781258087445666,12.40771051004919,20.599229957460622,1.0493120069256569e-14,3.666353332375869e-14
5,91,21.0,2.2013981571160284,2.8470655434760657,1.1698940402250277,0.8169203222982943,0.8225740645508057,0.4175226233433366,12.020621381664462,20.06702658718008,6.360618192669582e-15,5.127905533376099e-14
5,91,22.0,2.3062266407882204,2.785093057594325,1.145276479434811,0.7991382999433306,0.8052650037792506,0.417216895945873,11.626217448567392,19.520331944664232,6.091124214564951e-15,2.471974525532366e-14
5,91,23.0,2.4110551244604124,2.72050666741781,1.1195863904493646,0.780606259190007,0.7872018286635233,0.4168962191394425,11.225750872042987,18.96045904064722,5.285215557148042e-15,1.2102482529464906e-14
5,91,24.0,2.515883608132604,2.653393116766186,1.0928513061837288,0.7613490898022,0.7684038981037076,0.4165616640020609,10.820449373681253,18.388719955006394,1.709320507314593e-15,2.3159015882344917e-14
5,91,25.0,2.620712091804796,2.583850396023544,1.0651028452815026,0.7413949085671528,0.7488934437509501,0.41621458273300926,10.411508261802881,17.8064210028925,4.143611864190737e-15,6.611951469158104e-15
5,91,26.0,2.7255405754769875,2.511987853683738,1.0363768086608096,0.7207750913016417,0.7286956378907086,0.4158566510038268,10.000082477345247,17.214858251005985,4.541482222057837e-15,1.1190943004066245e-14
5,91,27.0,2.8303690591491795,2.4379262788557634,1.0067132372061676,0.6995242965255866,0.7078386340069682,0.41548993297441583,9.587278301831494,16.615313404484326,4.263426431146034e-15,2.1344939588681393e-14
5,91,28.0,2.9351975428213715,2.3617980471483015,0.976156429153253,0.6776805073213069,0.6863535790057904,0.4151169909094555,9.174143912641995,16.009050079344192,5.750376585846186e-15,2.200635718710948e-14
5,91,29.0,3.040026026493563,2.283747536109019,0.9447549162088082,0.6552851505372443,0.6642745964247797,0.4147410880666708,8.761656874291475,15.397310469885268,1.607536418977154e-14,1.483314448519983e-14
5,91,30.0,3.144854510165755,2.203932330145474,0.912561397952666,0.632383442520914,0.6416387403099372,0.4143666071103808,8.350703623077141,14.781312414972314,1.7581474910137515e-14,9.177445562356563e-15
6,127,0.0,0.0,3.4851202323700723,1.4222355051564721,1.0,1.0,0.4203658421252656,16.820108412143277,26.412876826421353,1.7838401791723786e-15,5.988270375482281e-14
6,127,1.0,0.08873565094161139,3.4836916807179485,1.421670927239468,0.99959009975069,0.9996030348595876,0.4203605152723056,16.807455251848676,26.39675599090585,2.935435559343911e-14,7.913686097178518e-14
6,127,2.0,0.17747130188322277,3.479404646140492,1.419976697423855,0.9983600031423612,0.9984117906461851,0.4203444892939041,16.769548185193184,26.34844455184616,7.562454595009061e-15,1.1505543357009967e-14
6,127,3.0,0.26620695282483414,3.4722550505891503,1.4171513464998744,0.996308540043632,0.9964252343313295,0.4203176290096912,16.70654413049562,26.268095358367603,5.290942360583078e-14,9.85010641755161e-14
6,127,4.0,0.35494260376644554,3.462236299077916,1.4131924887994967,0.99343381812782,0.9936416885078533,0.42027971270410047,16.61870353653618,26.155961986140007,1.9286059777502323e-14,1.4819884326457892e-14
6,127,5.0,0.44367825470805694,3.449339578992048,1.408096915793828,0.9897333087548341,0.9900588971999481,0.4202304374723897,16.506388758275243,26.012396995126476,2.8582619359500694e-15,1.5756967858247937e-14
6,127,6.0,0.5324139056496683,3.43355427246973,1.4018607252915654,0.9852039652975545,0.9856741167049791,0.42016942664048484,16.370061780303047,25.83784952408085,1.0369962582933715e-14,2.8339136222846055e-14
6,127,7.0,0.6211495565912797,3.4148684752495746,1.3944794844283208,0.9798423720168981,0.980484230194283,0.42009623919092953,16.210281287163603,25.632862254380747,2.6740947968817106e-14,2.26791216424649e-14
6,127,8.0,0.7098852075328911,3.393269613559511,1.3859484241590836,0.9736449210683047,0.9744858844644043,0.4200103811038178,16.027699081763327,25.398067783645786,1.642436999520844e-15,1.2001380133807982e-14
6,127,9.0,0.7986208584745025,3.3687451488727223,1.3762626625176289,0.9666080147202817,0.9676756469149,0.4199113184960741,15.823055856664066,25.13418445647433,3.923588680975845e-14,1.9880507185735094e-14
6,127,10.0,0.8873565094161139,3.3412833587025434,1.3654174534936905,0.9587282893911204,0.9600501805384681,0.4197984924150888,15.5971763282975,24.842011705431595,1.1981041877597038e-14,3.655735345340673e-15
6,127,11.0,0.9760921603577252,3.310874180087531,1.3534084580066619,0.9500028576735661,0.9516064344475509,0.41967133511460664,15.35096375101119,24.52242496007409,1.2003409424846746e-14,9.895116150328625e-14
6,127,12.0,1.0648278112993366,3.277510101069805,1.3402320331288398,0.9404295641303941,0.9423418472325296,0.4195292876130159,15.085393836256824,24.176370185287166,1.0363995597887178e-14,1.7504664784665318e-15
6,127,13.0,1.153563462240948,3.2411870843419845,1.3258855354365096,0.9300072503202566,0.9322545602534635,0.41937181830893866,14.801508111884498,23.804858112564453,4.343083206301372e-14,5.932031807681943e-14
6,127,14.0,1.2422991131825594,3.201905506377346,1.3103676341474055,0.9187360242661915,0.9213436378128114,0.41919844240855625,14.500406767046618,23.408958229127805,7.731293487623244e-15,1.116319030267746e-15
6,127,15.0,1.3310347641241707,3.159671094814807,1.2936786295416733,0.9066175294233846,0.9096092910430785,0.41900874190669457,14.183241039124331,22.989792590044907,3.393521698014129e-14,7.606766894142621e-14
6,127,16.0,1.4197704150657822,3.1144958466902044,1.275820772062852,0.8936552081510764,0.8970531022726003,0.4188023858629074,13.851205209784531,22.548529517843562,3.0824350422514047e-14,1.0292369205975518e-14
