T,mean_u,mean_v,qmax,u_sim_lo,u_sim_hi,v_sim_lo,v_sim_hi,zero_excluded
0.6,0.09038924191563542,-0.08589494120259923,2.2177083172080096,0.009401860071093116,0.17137662376017773,-0.1653132056981398,-0.006476676707058676,True
0.65,0.09501423760142748,-0.06515894416735771,2.214001781668512,0.009053052560901248,0.1809754226419537,-0.14803558674291079,0.01771769840819537,True
0.7,0.06951226813736108,-0.03986141787293427,2.214686490595718,-0.021610985586276027,0.1606355218609982,-0.12930205407124493,0.04957921832537638,False
