theta,scale,Fp,Fm,rho,zero_grad,zero_eigmin,plus_bond,minus_bond,plus_angle_deg,minus_angle_deg,plus_disp_A,minus_disp_A,seconds
1.5,1.0,2.9354003906250012,1.190478515625,0.4229212525740256,1.494811555930089e-07,0.7565758737769874,0.0027592440333972235,0.003958330026683443,0.29356156580642034,0.39407182135058,0.047438853865617955,0.058072085054671096,7.688124418258667
1.5,0.5,2.810107421875001,1.1356933593749998,0.42435342160623707,7.952895677705034e-08,0.4194829109551766,0.004994181909187878,0.007107726466919706,0.523985627492994,0.7103428801442717,0.08635121550732211,0.10445083200506894,8.129333257675171
3.0,1.0,1.5743652343750003,0.6310058593750001,0.42775539122348677,3.607562702295754e-07,0.6243154490221473,0.006371131798817098,0.007188984790643005,0.5377458461173326,0.7208061427380269,0.09383064877225498,0.09877501520350727,6.07366681098938
