theta,scale,n_candidates,E0,E1,gap,ground_rigid_branch,ground_grad,ground_eigmin
1.5,0.5,2,-0.5605746735436652,-0.25287706008694333,0.30769761345672186,0,2.588413536669212e-07,0.4155686796321889
1.5,1.0,2,-0.5601396418893186,-0.2521913051632519,0.30794833672606675,0,3.316926827180174e-07,0.752225840382247
1.5,2.0,2,-0.5599052102828637,-0.2518366258718439,0.30806858441101975,0,4.2892982858621935e-07,1.4218292403423543
3.0,1.0,2,-0.3304231961356904,-0.15958603563632826,0.17083716049936212,0,3.090041993485804e-07,0.6091425401633567
3.0,0.5,2,-0.33465193786833997,-0.16614437644698368,0.16850756142135628,0,1.2128888488091874e-07,0.2767678658547206
1.5,100.0,2,-0.5596632648415371,-0.2514810830929521,0.30818218174858497,0,2.6864469006885206e-06,14.285523168717136
