T,burn,n,mean_u,se_u,mean_v,se_v,hotelling_T2,hotelling_crit95,hotelling_excludes_zero,bootstrap_zero_d2,bootstrap_q95,bootstrap_excludes_zero
0.6,60,1000,0.04688511341746795,0.035786250264797016,-0.06728762588687962,0.03660396130296054,3.595521581069216,6.015506913325657,False,3.60561154450289,6.013845900802514,False
