T,burn,n,mean_u,se_u,mean_v,se_v,hotelling_T2,hotelling_crit95,hotelling_excludes_zero,bootstrap_zero_d2,bootstrap_q95,bootstrap_excludes_zero
0.55,60,1000,0.052250029764478456,0.03444930083641253,-0.09431559449150465,0.03418333791264992,7.653894225304567,6.015506913325657,True,7.773975190708923,5.828217822088521,True
