T,dt,n,mean_u,se_u,mean_v,se_v,Ptarget,seconds
0.0,0.04,1,1.0000000000000075,,-1.0000000000000482,,1.0,0.008253812789916992
0.0,0.02,1,0.9999999999999769,,-0.9999999999999554,,1.0,0.015172243118286133
0.0,0.01,1,1.0000000000000213,,-0.9999999999999918,,1.0,0.03214836120605469
