T,burn,n,mean_u,se_u,mean_v,se_v,hotelling_T2,hotelling_crit95,hotelling_excludes_zero,bootstrap_zero_d2,bootstrap_q95,bootstrap_excludes_zero
0.65,60,1000,0.02179443052275474,0.03748295090859175,-0.05714555159949299,0.03908759991543462,2.1690055503721344,6.015506913325657,False,2.1597627754993733,6.092952586118122,False
